feature_1,feature_2,class
4.5374,2.1098,1.0
-2.4723,9.2019,0.0
-2.5323,8.9541,0.0
-6.7427,-6.9643,2.0
-2.3879,8.9776,0.0
-2.4919,8.9832,0.0
-6.8282,-7.0063,2.0
4.8636,1.9758,1.0
-2.6202,9.3905,0.0
-7.0592,-7.0076,2.0
4.7575,2.0971,1.0
-6.5648,-6.9493,2.0
-6.8167,-6.9519,2.0
-6.9766,-6.8514,2.0
4.6423,1.7338,1.0
-7.0166,-6.7199,2.0
-7.0376,-6.7415,2.0
-6.8772,-6.8987,2.0
4.6309,2.0097,1.0
-6.9546,-6.5664,2.0
-7.0706,-6.7765,2.0
4.7082,1.9189,1.0
-2.689,8.7482,0.0
-6.3629,-7.1462,2.0
-6.908,-6.7045,2.0
-6.9185,-6.7469,2.0
-6.7775,-6.8398,2.0
4.5861,1.6059,1.0
-6.8768,-6.7674,2.0
-6.7014,-6.921,2.0
-2.4303,8.9301,0.0
4.4215,2.0002,1.0
4.3135,1.7922,1.0
4.2218,1.9391,1.0
5.1162,2.1386,1.0
4.7857,2.0434,1.0
-2.4947,8.932,0.0
-2.5837,9.1017,0.0
4.8084,2.1242,1.0
4.8853,1.657,1.0
-6.4574,-7.0522,2.0
-6.9567,-7.2944,2.0
-2.3614,9.1374,0.0
-2.2927,8.9201,0.0
4.7052,1.6953,1.0
-2.6924,8.8479,0.0
-2.6125,8.975,0.0
4.8841,2.0,1.0
-2.1808,9.2162,0.0
4.558,2.1744,1.0
-6.6581,-6.7668,2.0
-6.9993,-7.0539,2.0
-2.8728,9.1662,0.0
-6.7215,-6.8845,2.0
4.9669,2.2355,1.0
4.6111,1.9402,1.0
4.7605,1.8031,1.0
4.6041,2.0523,1.0
-2.8322,9.2472,0.0
-2.6728,9.4328,0.0
4.644,1.68,1.0
-2.294,9.0185,0.0
-2.714,9.3851,0.0
-2.6553,9.0576,0.0
-2.5309,9.0946,0.0
-2.4015,9.2288,0.0
4.7474,2.1016,1.0
4.4541,1.7464,1.0
-2.7631,9.3548,0.0
5.0944,2.151,1.0
-6.67,-7.0477,2.0
4.5117,2.538,1.0
-2.199,9.0374,0.0
-2.1861,8.9498,0.0
-2.3465,8.7681,0.0
4.5839,1.7174,1.0
4.6048,2.053,1.0
4.8878,1.8939,1.0
-2.6849,8.9387,0.0
4.6306,1.996,1.0
-7.0355,-7.0105,2.0
4.2995,1.8609,1.0
-2.3816,9.1145,0.0
-2.7237,9.0621,0.0
-2.4873,9.1594,0.0
-6.6292,-6.6528,2.0
-2.5621,8.6135,0.0
4.8315,2.1059,1.0
4.8718,1.872,1.0
-6.9377,-6.7913,2.0
4.5415,2.2388,1.0
-2.6036,9.2321,0.0
-2.4972,9.0698,0.0
-2.8199,9.1779,0.0
4.722,1.927,1.0
-6.5903,-6.9721,2.0
-1.9972,8.9951,0.0
4.0384,2.0874,1.0
-6.775,-7.0402,2.0
4.4325,2.1062,1.0
-2.7157,9.0939,0.0
-6.7657,-6.9449,2.0
-2.298,9.0589,0.0
-2.4145,8.9608,0.0
-6.7569,-6.8866,2.0
-6.4949,-7.0707,2.0
-2.1737,8.9036,0.0
-2.3525,8.964,0.0
-2.6815,9.0203,0.0
-2.4177,9.3055,0.0
4.4685,1.748,1.0
-6.9269,-7.1424,2.0
-6.8329,-6.6471,2.0
4.6913,1.9043,1.0
4.8989,2.082,1.0
4.5363,2.0167,1.0
-6.6489,-6.6476,2.0
-7.0769,-6.7767,2.0
-6.8358,-6.9752,2.0
-7.0463,-7.0161,2.0
-2.3946,8.6571,0.0
4.6986,2.0231,1.0
-6.5594,-6.7017,2.0
-2.2293,8.7459,0.0
4.6403,2.2797,1.0
-2.2821,8.793,0.0
-2.5444,9.3466,0.0
-6.9398,-7.2056,2.0
-6.7176,-7.0251,2.0
-7.0166,-6.899,2.0
-2.8278,9.1024,0.0
-2.132,9.0492,0.0
-6.8234,-6.5822,2.0
-6.8835,-6.8598,2.0
-2.4893,9.1646,0.0
-6.9795,-7.2548,2.0
4.7411,1.8275,1.0
-6.5522,-7.1664,2.0
4.5362,2.2382,1.0
-6.7803,-6.7531,2.0
-2.4105,9.0513,0.0
-2.3961,8.6621,0.0
-6.6889,-6.4457,2.0
4.6251,1.958,1.0
4.6062,1.908,1.0
-6.7884,-6.9535,2.0
-2.2293,9.1992,0.0
-6.6776,-6.9693,2.0
-6.8371,-6.8822,2.0
-2.4567,9.053,0.0
-2.3948,9.0018,0.0
4.5219,2.1129,1.0
4.5063,2.0118,1.0
4.5667,2.074,1.0
-7.0999,-6.7337,2.0
5.1675,2.0335,1.0
-2.4104,9.0664,0.0
4.5014,1.5794,1.0
-6.532,-6.7943,2.0
-2.0848,9.2208,0.0
-2.3951,9.2079,0.0
-2.5466,9.2114,0.0
-2.2323,9.1271,0.0
-6.9486,-6.8347,2.0
-6.9444,-6.8377,2.0
-6.6081,-6.9088,2.0
4.6082,1.9364,1.0
-6.3352,-6.7112,2.0
-2.5232,8.6821,0.0
-6.51,-6.682,2.0
-2.4108,8.9091,0.0
4.6279,1.6328,1.0
4.6095,2.1852,1.0
4.8607,1.9219,1.0
-6.6705,-6.9204,2.0
-6.5863,-7.162,2.0
-7.075,-6.8481,2.0
-2.443,9.181,0.0
-7.1452,-6.9378,2.0
-6.6677,-6.9912,2.0
-2.4584,9.1078,0.0
4.5873,1.9059,1.0
-2.5226,8.8711,0.0
-6.8962,-6.7503,2.0
4.1952,1.8696,1.0
-2.0529,8.8908,0.0
-7.0411,-6.9248,2.0
4.4463,1.9111,1.0
4.6568,1.8305,1.0
-6.4688,-6.8505,2.0
4.7257,2.0491,1.0
4.5206,1.9133,1.0
4.392,1.6726,1.0
-2.3027,9.2396,0.0
-2.4005,8.9402,0.0
4.5763,1.9965,1.0
-6.8565,-6.8861,2.0
-2.3905,8.4262,0.0
-6.975,-6.5447,2.0
-2.5167,9.2349,0.0
-2.8205,8.9287,0.0
-6.992,-7.1659,2.0
-2.7254,9.1375,0.0
-2.2928,8.7518,0.0
-7.3102,-6.8863,2.0
-7.3578,-7.0841,2.0
-2.6854,8.8718,0.0
-2.2035,9.1159,0.0
-2.7456,9.1042,0.0
-2.334,9.3088,0.0
-7.2227,-6.7149,2.0
-6.7612,-6.8602,2.0
-2.7544,8.7214,0.0
-2.8307,9.0512,0.0
-2.816,9.2698,0.0
4.492,2.2115,1.0
4.91,1.8424,1.0
-6.5307,-6.7081,2.0
-6.8603,-7.2031,2.0
-6.859,-6.8753,2.0
-2.6032,9.0675,0.0
4.2757,1.8536,1.0
-2.5161,9.0611,0.0
4.5971,2.0491,1.0
-2.4091,9.0242,0.0
-6.7578,-6.9465,2.0
4.416,1.8945,1.0
4.7901,2.1041,1.0
4.515,2.1226,1.0
4.8771,2.2812,1.0
-2.6058,9.3291,0.0
-2.5415,9.0951,0.0
4.6277,1.8234,1.0
-6.5308,-6.7474,2.0
-6.8593,-6.5805,2.0
-7.1214,-6.9933,2.0
4.8549,2.0153,1.0
4.3761,1.9772,1.0
-2.5155,8.8446,0.0
-2.7701,9.1482,0.0
-2.5438,9.0174,0.0
-2.461,9.5346,0.0
4.1982,1.9271,1.0
-6.9442,-6.613,2.0
-6.7671,-6.9077,2.0
-7.3228,-6.9192,2.0
4.8467,1.8917,1.0
-2.7889,9.1269,0.0
-7.0298,-6.94,2.0
-7.231,-7.1339,2.0
-6.9016,-6.9169,2.0
-2.4265,9.3896,0.0
-7.0515,-7.0582,2.0
-7.0153,-6.9412,2.0
-6.9914,-6.9425,2.0
-2.6059,8.8919,0.0
-2.3791,8.7137,0.0
4.5446,1.7123,1.0
-6.8051,-6.8468,2.0
-6.7679,-6.9114,2.0
-2.8305,9.055,0.0
4.4469,2.2989,1.0
4.7741,2.0939,1.0
4.8583,1.8636,1.0
-2.49,8.9218,0.0
4.9968,1.9759,1.0
-6.6571,-6.8943,2.0
4.4735,1.8455,1.0
-2.5526,8.9526,0.0
-6.3462,-6.8607,2.0
-2.5795,9.327,0.0
4.6359,1.9517,1.0
-2.5836,9.232,0.0
4.6503,1.761,1.0
